ST_ABBR,FIPS,LOCATION,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,01099,"Monroe County, Alabama",0.9087,0.9898,0.4055,0.774,0.754,3.832,0.9048,0.6111,0.4398,0.4717,0.754,0,2.2766,0.3657,0.8517,0.8517,0.8517,0.2565,0.8412,0.0388,0.8816,0.2298,2.2479,0.3616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,01101,"Montgomery County, Alabama",0.7543,0.7549,0.9249,0.5987,0.6254,3.6582,0.8635,0.1661,0.6875,0.5777,0.9583,0.6601,3.0497,0.8488,0.9526,0.9526,0.9526,0.8507,0.197,0.5344,0.7836,0.6805,3.0462,0.7884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,01103,"Morgan County, Alabama",0.556,0.4742,0.3628,0.7524,0.6337,2.7791,0.5878,0.3577,0.6117,0.6031,0.5535,0.7861,2.9121,0.782,0.6174,0.6174,0.6174,0.676,0.529,0.5344,0.2909,0.3873,2.4176,0.4433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,01105,"Perry County, Alabama",0.9981,0.9764,0.8418,0.9246,0.6101,4.351,0.9803,0.5602,0.3673,0.9367,0.7015,0,2.5657,0.5732,0.9653,0.9653,0.9653,0.1585,0.9087,0,0.9567,0.9163,2.9402,0.7314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,01107,"Pickens County, Alabama",0.9297,0.9096,0.5882,0.7995,0.5675,3.7945,0.8966,0.5003,0.2164,0.9679,0.8542,0.746,3.2848,0.9354,0.8558,0.8558,0.8558,0.2909,0.8959,0.168,0.8603,0.9131,3.1282,0.8256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,01109,"Pike County, Alabama",0.8469,0.4955,0.9281,0.5917,0.5296,3.3918,0.7928,0.1891,0.155,0.5582,0.767,0.6601,2.3294,0.4007,0.832,0.832,0.832,0.7285,0.8469,0.0875,0.7533,0.8275,3.2437,0.873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,01111,"Randolph County, Alabama",0.5999,0.3323,0.0882,0.831,0.5605,2.4119,0.4672,0.6598,0.3673,0.6209,0.6108,0.1604,2.4192,0.4679,0.6197,0.6197,0.6197,0.2387,0.8698,0.6744,0.3571,0.5465,2.6865,0.5974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,01113,"Russell County, Alabama",0.8119,0.6279,0.9831,0.6983,0.6728,3.794,0.8962,0.1334,0.7661,0.8348,0.9539,0.5512,3.2394,0.9214,0.8972,0.8972,0.8972,0.6416,0.6381,0.4023,0.8224,0.1569,2.6613,0.5853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,01115,"St. Clair County, Alabama",0.2559,0.5586,0.2995,0.6747,0.4752,2.2639,0.4147,0.2931,0.5659,0.5191,0.366,0.2416,1.9857,0.198,0.4411,0.4411,0.4411,0.2387,0.8377,0.4023,0.1486,0.5974,2.2247,0.3472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,01117,"Shelby County, Alabama",0.05,0.2721,0.2556,0.1531,0.2839,1.0147,0.0885,0.1891,0.6766,0.1792,0.3049,0.6601,2.0099,0.2081,0.5882,0.5882,0.5882,0.8144,0.3775,0.1111,0.0939,0.3157,1.7126,0.1525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,01119,"Sumter County, Alabama",0.979,0.8861,0.9223,0.6983,0.7088,4.1945,0.964,0.4319,0.1881,0.8873,0.8978,0.2416,2.6467,0.6264,0.9749,0.9749,0.9749,0.6502,0.9685,0.36,0.8345,0.8606,3.6738,0.9729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,01121,"Talladega County, Alabama",0.789,0.8253,0.6747,0.8345,0.5525,3.676,0.8676,0.3851,0.3673,0.8622,0.8676,0.3708,2.853,0.7492,0.7683,0.7683,0.7683,0.4106,0.887,0.2377,0.7673,0.7813,3.0839,0.8074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,01123,"Tallapoosa County, Alabama",0.6884,0.9726,0.4752,0.853,0.4994,3.4886,0.8183,0.7263,0.3113,0.824,0.9239,0.3708,3.1563,0.8943,0.6986,0.6986,0.6986,0.5522,0.7658,0.7718,0.7922,0.3873,3.2693,0.8838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,01125,"Tuscaloosa County, Alabama",0.6276,0.7015,0.8418,0.4497,0.3663,2.9869,0.6595,0.0863,0.3428,0.2447,0.8826,0.5512,2.1076,0.268,0.7826,0.7826,0.7826,0.9542,0.4481,0.36,0.5363,0.8017,3.1003,0.8151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,01127,"Walker County, Alabama",0.7215,0.8383,0.2495,0.8383,0.7088,3.3564,0.7823,0.5516,0.508,0.958,0.5124,0.3708,2.9008,0.7778,0.3705,0.3705,0.3705,0.1346,0.9341,0.5344,0.4281,0.3517,2.3829,0.4293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,01129,"Washington County, Alabama",0.7782,0.7992,0.0843,0.6722,0.5767,2.9106,0.6308,0.5894,0.3791,0.6964,0.5344,0.0859,2.2852,0.3724,0.733,0.733,0.733,0,0.8985,0.5032,0.2575,0.0977,1.7569,0.1639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,01131,"Wilcox County, Alabama",0.9694,0.9879,0.323,0.9064,0.6254,3.8121,0.9013,0.5602,0.7282,0.7323,0.9344,0.4297,3.3848,0.9554,0.9723,0.9723,0.9723,0,0.9812,0.1996,0.9787,0.5465,2.706,0.6092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,01133,"Winston County, Alabama",0.7985,0.5971,0.2222,0.9246,0.7467,3.2891,0.761,0.7543,0.2817,0.9176,0.6862,0.515,3.1548,0.8924,0.1779,0.1779,0.1779,0.2565,0.9497,0.2759,0.5054,0.3873,2.3748,0.4252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,02013,"Aleutians East Borough, Alaska",0.3549,0.2377,0.0509,0.6337,0.999,2.2762,0.4204,0.0283,0.0076,0.0993,0.7813,0.978,1.8945,0.1595,0.9898,0.9898,0.9898,0.5264,0.2912,0.7718,0.993,0.9952,3.5776,0.9577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,02016,"Aleutians West Census Area, Alaska",0.036,0.3065,0.0474,0.2686,0.9195,1.578,0.2053,0.0025,0.0958,0.0146,0.325,0.9659,1.4038,0.0331,0.9796,0.9796,0.9796,0.978,0.0395,0.994,0.9672,0.9866,3.9653,0.9955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,02020,"Anchorage Municipality, Alaska",0.1098,0.5586,0.7693,0.0961,0.6633,2.1971,0.3947,0.0255,0.7855,0.1264,0.5535,0.7861,2.277,0.3666,0.8224,0.8224,0.8224,0.8975,0.197,0.9026,0.4764,0.5974,3.0709,0.8008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,02050,"Bethel Census Area, Alaska",0.9803,0.9971,0.2877,0.774,0.9227,3.9618,0.9351,0.0019,0.9962,0.1404,0.888,0.746,2.7725,0.7008,0.9949,0.9949,0.9949,0.5939,0.1642,0.9987,0.9987,0.8364,3.5919,0.9602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,02060,"Bristol Bay Borough, Alaska",0.0178,0.2721,0.013,0.1082,0.895,1.3061,0.1483,0.0347,0.1973,0.5293,0.0659,0,0.8272,0.0045,0.8842,0.8842,0.8842,0.2565,0.2355,0.9427,0.8749,0.9558,3.2654,0.8832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,02063,"Chugach Census Area, Alaska",0.0029,0.1289,0.1168,0.0283,0.8638,1.1407,0.1098,0.0904,0.395,0.1264,0.0716,0.4297,1.1131,0.0118,0.6432,0.6432,0.6432,0.7855,0.7247,0.915,0.2753,0.7222,3.4227,0.9262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,02066,"Copper River Census Area, Alaska",0.3199,0.6279,0.1556,0.0369,0.9599,2.1002,0.3584,0.0541,0.9494,0.5678,0.6728,0,2.2441,0.344,0.8208,0.8208,0.8208,0.1808,0.3402,0.8902,0.76,0.0977,2.2689,0.3756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,02068,"Denali Borough, Alaska",0.3377,0.2543,0.0843,0.0029,0.7874,1.4666,0.1836,0.0175,0.0013,0.5678,0.0321,0.2416,0.8603,0.0048,0.5363,0.5363,0.5363,0.564,0.3848,0.8208,0.5363,0.9975,3.3034,0.8915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,02070,"Dillingham Census Area, Alaska",0.8119,0.9777,0.323,0.6394,0.9443,3.6963,0.8727,0.0302,0.9825,0.1792,0.9882,0.7139,2.894,0.775,0.9882,0.9882,0.9882,0.5159,0.0532,0.9981,0.9971,0.9045,3.4688,0.9386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,02090,"Fairbanks North Star Borough, Alaska",0.0789,0.8253,0.7581,0.0713,0.5675,2.3011,0.429,0.0162,0.7661,0.1194,0.6108,0.515,2.0275,0.2174,0.6986,0.6986,0.6986,0.8221,0.1779,0.9367,0.3571,0.7766,3.0704,0.8001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,02100,"Haines Borough, Alaska",0.429,0.9293,0.4905,0.0016,0.5767,2.4271,0.4726,0.8227,0.9927,0.7702,0.0255,0,2.6111,0.6015,0.6544,0.6544,0.6544,0.1003,0.2451,0.9927,0.6719,0.3873,2.3973,0.4351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,02105,"Hoonah-Angoon Census Area, Alaska",0.3199,0.9704,0.0824,0.0961,0.9793,2.4481,0.4787,0.802,0.0067,0.6712,0.0395,0,1.5194,0.0449,0.8943,0.8943,0.8943,0.1346,0.2731,0.8842,0.9952,0.8765,3.1636,0.8412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,02110,"Juneau City and Borough, Alaska",0.0391,0.3912,0.3498,0.0146,0.5675,1.3622,0.1591,0.0961,0.395,0.1521,0.3905,0.6601,1.6938,0.0847,0.7543,0.7543,0.7543,0.9392,0.3361,0.7397,0.8402,0.4198,3.275,0.8854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,02122,"Kenai Peninsula Borough, Alaska",0.3071,0.8861,0.5882,0.1684,0.8348,2.7846,0.5898,0.3447,0.5522,0.485,0.4134,0.1604,1.9557,0.1808,0.5598,0.5598,0.5598,0.4545,0.2521,0.9313,0.5223,0.6139,2.7741,0.6483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,02130,"Ketchikan Gateway Borough, Alaska",0.1439,0.6279,0.8787,0.1015,0.5859,2.3379,0.4437,0.1891,0.4398,0.4268,0.641,0.5512,2.2479,0.3472,0.7575,0.7575,0.7575,0.9102,0.1846,0.915,0.9609,0.5003,3.471,0.9392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,02150,"Kodiak Island Borough, Alaska",0.0439,0.7292,0.3877,0.4408,0.9147,2.5163,0.499,0.0175,0.8555,0.0455,0.5535,0.9589,2.4309,0.4771,0.8857,0.8857,0.8857,0.888,0.2151,0.9847,0.9609,0.6139,3.6626,0.9701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,02158,"Kusilvak Census Area, Alaska",0.9987,0.999,0.1337,0.922,0.9341,3.9875,0.9405,0.0006,0.9994,0.2447,0.9981,0.5512,2.794,0.7142,0.999,0.999,0.999,0.0707,0.0592,1,1,0.7584,2.8883,0.7078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,02164,"Lake and Peninsula Borough, Alaska",0.7457,0.9978,0.0321,0.542,0.9898,3.3074,0.767,0.0191,0.8803,0.5379,0.8765,0.5863,2.9001,0.7775,0.9777,0.9777,0.9777,0.0442,0.0242,0.9847,0.9975,0.9297,2.9803,0.7549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,02170,"Matanuska-Susitna Borough, Alaska",0.1668,0.9539,0.7785,0.1219,0.8399,2.861,0.6152,0.0455,0.9223,0.359,0.5535,0.515,2.3953,0.4488,0.5716,0.5716,0.5716,0.3797,0.1314,0.9313,0.2263,0.4462,2.1149,0.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,02180,"Nome Census Area, Alaska",0.9067,0.9975,0.4516,0.6661,0.95,3.9719,0.9367,0.0038,0.9946,0.0341,0.9325,0.7759,2.7409,0.6852,0.9889,0.9889,0.9889,0.4545,0.0356,0.9984,0.9984,0.8622,3.3491,0.9087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,02185,"North Slope Borough, Alaska",0.1725,0.9519,0.1862,0.508,0.9554,2.774,0.5853,0.0016,0.916,0.091,0.9771,0.5863,2.572,0.5773,0.9691,0.9691,0.9691,0.8727,0.0185,0.999,0.9968,0.9959,3.8829,0.993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,02188,"Northwest Arctic Borough, Alaska",0.8978,0.9949,0.1693,0.7342,0.9799,3.7761,0.8915,0.0029,0.9962,0.0404,0.9656,0.3708,2.3759,0.4376,0.9933,0.9933,0.9933,0.761,0.0773,0.9994,0.9994,0.8472,3.6843,0.9749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,02195,"Petersburg Borough, Alaska",0.05,0.3765,0.3313,0.4714,0.7782,2.0074,0.331,0.9344,0.0668,0.8686,0.1738,0.9118,2.9554,0.8046,0.789,0.789,0.789,0.605,0.3943,0.5344,0.9879,0.5627,3.0843,0.8078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,02198,"Prince of Wales-Hyder Census Area, Alaska",0.7158,0.9507,0.1028,0.3068,0.9749,3.051,0.683,0.3447,0.6117,0.9243,0.5124,0.1604,2.5535,0.5621,0.8978,0.8978,0.8978,0.564,0.7021,0.9539,0.8877,0.4198,3.5275,0.9494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,02220,"Sitka City and Borough, Alaska",0.0675,0.5971,0.6123,0.0439,0.853,2.1738,0.3851,0.2467,0.3791,0.2524,0.2285,0.4736,1.5803,0.0598,0.7763,0.7763,0.7763,0.761,0.3848,0.5344,0.9589,0.6696,3.3087,0.8943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,02230,"Skagway Municipality, Alaska",0.0293,0.9564,0.0137,0.5258,0.8106,2.3358,0.4424,0.0719,0.0115,0.4185,0.3485,0.6104,1.4608,0.0372,0.6015,0.6015,0.6015,0.1346,0.3546,0.8402,0.3934,0.9663,2.6891,0.5987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,02240,"Southeast Fairbanks Census Area, Alaska",0.2018,0.9659,0.0353,0.3199,0.9125,2.4354,0.4758,0.1292,0.9192,0.7915,0.3049,0.7861,2.9309,0.7925,0.648,0.648,0.648,0.4682,0.2731,0.9609,0.5493,0.7505,3.002,0.7658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,02275,"Wrangell City and Borough, Alaska",0.1684,0.7015,0.1639,0.5347,0.8756,2.4441,0.478,0.8227,0.3316,0.5847,0.2285,0.0859,2.0534,0.2342,0.747,0.747,0.747,0.3262,0.5236,0.36,0.9185,0.5245,2.6528,0.5815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,02282,"Yakutat City and Borough, Alaska",0.1891,0.9017,0.0025,0.0754,0.9589,2.1276,0.3692,0.1235,0.5974,0.0124,0.0395,0.4297,1.2025,0.0162,0.9554,0.9554,0.9554,0.3094,0.2355,0.9513,0.8651,0.9468,3.3081,0.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AK,02290,"Yukon-Koyukuk Census Area, Alaska",0.8931,0.9933,0.1805,0.556,0.9784,3.6013,0.8514,0.1617,0.9513,0.5379,0.8826,0.0859,2.6194,0.6088,0.9809,0.9809,0.9809,0.1003,0.0939,0.9978,0.9978,0.8985,3.0883,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,04001,"Apache County, Arizona",0.9895,0.9449,0.0299,0.8425,0.9908,3.7976,0.8972,0.198,0.9258,0.3835,0.8943,0.9316,3.3332,0.9459,0.9838,0.9838,0.9838,0.1003,0.8571,0.9968,0.9729,0.4462,3.3733,0.9141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,04003,"Cochise County, Arizona",0.6461,0.7992,0.6833,0.508,0.4398,3.0764,0.6903,0.7763,0.4077,0.6712,0.641,0.887,3.3832,0.9545,0.8469,0.8469,0.8469,0.7467,0.8062,0.6241,0.5652,0.8431,3.5853,0.9583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,04005,"Coconino County, Arizona",0.6859,0.8931,0.8682,0.3281,0.69,3.4653,0.8132,0.0621,0.2817,0.2358,0.4914,0.7861,1.8571,0.1407,0.8549,0.8549,0.8549,0.8475,0.5882,0.9621,0.4421,0.9373,3.7772,0.9847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,04007,"Gila County, Arizona",0.7782,0.7419,0.5503,0.5987,0.6254,3.2945,0.7629,0.9624,0.2279,0.8654,0.1871,0.6413,2.8841,0.7686,0.7718,0.7718,0.7718,0.1585,0.8024,0.8635,0.6556,0.478,2.958,0.7416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,04009,"Graham County, Arizona",0.7215,0.8071,0.4328,0.6983,0.4052,3.0649,0.6868,0.1123,0.9258,0.3421,0.7393,0.746,2.8655,0.7565,0.8724,0.8724,0.8724,0.4246,0.8485,0.9367,0.5054,0.9252,3.6404,0.9679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,04011,"Greenlee County, Arizona",0.3269,0.1289,0.0092,0.7043,0.0165,1.1858,0.1206,0.0684,0.9398,0.1945,0.832,0.746,2.7807,0.7075,0.8921,0.8921,0.8921,0.2218,0.8883,0.9367,0.0512,0.1569,2.2549,0.3679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,04012,"La Paz County, Arizona",0.866,0.9208,0.3787,0.8778,0.8074,3.8507,0.9099,0.9987,0.0385,0.9793,0.6862,0.9087,3.6114,0.9803,0.8186,0.8186,0.8186,0.1808,0.9994,0.9427,0.641,0.1569,2.9208,0.7241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,04013,"Maricopa County, Arizona",0.3612,0.5385,0.8587,0.5296,0.6785,2.9665,0.6534,0.177,0.7282,0.1404,0.6728,0.9118,2.6302,0.6152,0.8469,0.8469,0.8469,0.9443,0.2578,0.8969,0.5054,0.2686,2.873,0.6989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,04015,"Mohave County, Arizona",0.6314,0.8644,0.7342,0.6464,0.5675,3.4439,0.8071,0.9742,0.0668,0.9071,0.3905,0.7276,3.0662,0.8565,0.5996,0.5996,0.5996,0.6502,0.9017,0.8208,0.4102,0.4198,3.2027,0.8571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,04017,"Navajo County, Arizona",0.9427,0.9726,0.4255,0.7619,0.8144,3.9171,0.9252,0.4204,0.916,0.7626,0.8479,0.8498,3.7967,0.9905,0.9179,0.9179,0.9179,0.2699,0.824,0.9806,0.8272,0.6283,3.53,0.9497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,04019,"Pima County, Arizona",0.6088,0.7992,0.9083,0.486,0.5296,3.3319,0.7728,0.5894,0.3186,0.4621,0.6537,0.887,2.9108,0.7817,0.8711,0.8711,0.8711,0.9271,0.5,0.8402,0.7673,0.6585,3.6931,0.9764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,04021,"Pinal County, Arizona",0.4102,0.8253,0.6429,0.6092,0.5226,3.0102,0.668,0.6496,0.5659,0.5493,0.4516,0.8606,3.077,0.8616,0.8285,0.8285,0.8285,0.4106,0.7514,0.8635,0.2753,0.8393,3.1401,0.8313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,04023,"Santa Cruz County, Arizona",0.9166,0.9017,0.9357,0.9367,0.7269,4.4176,0.985,0.3991,0.9338,0.352,0.7276,0.9959,3.4084,0.9589,0.9876,0.9876,0.9876,0.4682,0.295,0.9313,0.5652,0.0977,2.3574,0.4163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,04025,"Yavapai County, Arizona",0.4491,0.6617,0.8829,0.2686,0.5964,2.8587,0.6143,0.9838,0.0417,0.7187,0.0716,0.6986,2.5144,0.5395,0.5481,0.5481,0.5481,0.564,0.7463,0.5656,0.2575,0.5627,2.6961,0.6031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,04027,"Yuma County, Arizona",0.8192,0.9125,0.8049,0.9691,0.7734,4.2791,0.9739,0.5216,0.8555,0.2241,0.8631,0.9908,3.4551,0.964,0.9621,0.9621,0.9621,0.605,0.9427,0.979,0.4281,0.6585,3.6133,0.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
